Country,Sex,Age_Group,Year,Ethnic_Group,Value
Malaysia,Total Sex, 35 - 39,1984,Chinese,301
Malaysia,Total Sex, 35 - 39,1984,Indians,72
Malaysia,Total Sex, 35 - 39,1984,Others,19
Malaysia,Total Sex, 35 - 39,1985,Total Ethnic Group,908
Malaysia,Total Sex, 35 - 39,1985,Bumiputera,496
Malaysia,Total Sex, 35 - 39,1985,Chinese,314
Malaysia,Total Sex, 35 - 39,1985,Indians,77
Malaysia,Total Sex, 35 - 39,1985,Others,21
Malaysia,Total Sex, 35 - 39,1986,Total Ethnic Group,954
Malaysia,Total Sex, 35 - 39,1986,Bumiputera,524
Malaysia,Total Sex, 35 - 39,1986,Chinese,326
Malaysia,Total Sex, 35 - 39,1986,Indians,82
Malaysia,Total Sex, 35 - 39,1986,Others,22
Malaysia,Total Sex, 35 - 39,1987,Total Ethnic Group,1003
Malaysia,Total Sex, 35 - 39,1987,Bumiputera,554
Malaysia,Total Sex, 35 - 39,1987,Chinese,338
Malaysia,Total Sex, 35 - 39,1987,Indians,87
Malaysia,Total Sex, 35 - 39,1987,Others,24
Malaysia,Total Sex, 35 - 39,1988,Total Ethnic Group,1057
Malaysia,Total Sex, 35 - 39,1988,Bumiputera,589
Malaysia,Total Sex, 35 - 39,1988,Chinese,350
Malaysia,Total Sex, 35 - 39,1988,Indians,92
Malaysia,Total Sex, 35 - 39,1988,Others,26
Malaysia,Total Sex, 35 - 39,1989,Total Ethnic Group,1105
Malaysia,Total Sex, 35 - 39,1989,Bumiputera,621
Malaysia,Total Sex, 35 - 39,1989,Chinese,359
Malaysia,Total Sex, 35 - 39,1989,Indians,96
Malaysia,Total Sex, 35 - 39,1989,Others,29
Malaysia,Total Sex, 35 - 39,1990,Total Ethnic Group,1161
Malaysia,Total Sex, 35 - 39,1990,Bumiputera,656
Malaysia,Total Sex, 35 - 39,1990,Chinese,371
Malaysia,Total Sex, 35 - 39,1990,Indians,101
Malaysia,Total Sex, 35 - 39,1990,Others,33
Malaysia,Total Sex, 40 - 44,1980,Total Ethnic Group,613
Malaysia,Total Sex, 40 - 44,1980,Bumiputera,338
Malaysia,Total Sex, 40 - 44,1980,Chinese,215
Malaysia,Total Sex, 40 - 44,1980,Indians,49
Malaysia,Total Sex, 40 - 44,1980,Others,12
Malaysia,Total Sex, 40 - 44,1981,Total Ethnic Group,633
Malaysia,Total Sex, 40 - 44,1981,Bumiputera,347
Malaysia,Total Sex, 40 - 44,1981,Chinese,223
Malaysia,Total Sex, 40 - 44,1981,Indians,50
Malaysia,Total Sex, 40 - 44,1981,Others,12
Malaysia,Total Sex, 40 - 44,1982,Total Ethnic Group,653
Malaysia,Total Sex, 40 - 44,1982,Bumiputera,357
Malaysia,Total Sex, 40 - 44,1982,Chinese,231
Malaysia,Total Sex, 40 - 44,1982,Indians,51
Malaysia,Total Sex, 40 - 44,1982,Others,13
Malaysia,Total Sex, 40 - 44,1983,Total Ethnic Group,674
Malaysia,Total Sex, 40 - 44,1983,Bumiputera,368
Malaysia,Total Sex, 40 - 44,1983,Chinese,240
Malaysia,Total Sex, 40 - 44,1983,Indians,53
Malaysia,Total Sex, 40 - 44,1983,Others,13
Malaysia,Total Sex, 40 - 44,1984,Total Ethnic Group,695
Malaysia,Total Sex, 40 - 44,1984,Bumiputera,379
Malaysia,Total Sex, 40 - 44,1984,Chinese,247
Malaysia,Total Sex, 40 - 44,1984,Indians,54
Malaysia,Total Sex, 40 - 44,1984,Others,14
Malaysia,Total Sex, 40 - 44,1985,Total Ethnic Group,714
Malaysia,Total Sex, 40 - 44,1985,Bumiputera,391
Malaysia,Total Sex, 40 - 44,1985,Chinese,253
Malaysia,Total Sex, 40 - 44,1985,Indians,55
Malaysia,Total Sex, 40 - 44,1985,Others,15
Malaysia,Total Sex, 40 - 44,1986,Total Ethnic Group,742
Malaysia,Total Sex, 40 - 44,1986,Bumiputera,408
Malaysia,Total Sex, 40 - 44,1986,Chinese,261
Malaysia,Total Sex, 40 - 44,1986,Indians,57
Malaysia,Total Sex, 40 - 44,1986,Others,15
Malaysia,Total Sex, 40 - 44,1987,Total Ethnic Group,775
Malaysia,Total Sex, 40 - 44,1987,Bumiputera,427
Malaysia,Total Sex, 40 - 44,1987,Chinese,271
Malaysia,Total Sex, 40 - 44,1987,Indians,60
Malaysia,Total Sex, 40 - 44,1987,Others,17
Malaysia,Total Sex, 40 - 44,1988,Total Ethnic Group,810
Malaysia,Total Sex, 40 - 44,1988,Bumiputera,447
Malaysia,Total Sex, 40 - 44,1988,Chinese,281
Malaysia,Total Sex, 40 - 44,1988,Indians,64
Malaysia,Total Sex, 40 - 44,1988,Others,18
Malaysia,Total Sex, 40 - 44,1989,Total Ethnic Group,860
Malaysia,Total Sex, 40 - 44,1989,Bumiputera,475
Malaysia,Total Sex, 40 - 44,1989,Chinese,295
Malaysia,Total Sex, 40 - 44,1989,Indians,70
Malaysia,Total Sex, 40 - 44,1989,Others,20
Malaysia,Total Sex, 40 - 44,1990,Total Ethnic Group,912
Malaysia,Total Sex, 40 - 44,1990,Bumiputera,504
Malaysia,Total Sex, 40 - 44,1990,Chinese,311
Malaysia,Total Sex, 40 - 44,1990,Indians,76
Malaysia,Total Sex, 40 - 44,1990,Others,22
Malaysia,Total Sex, 45 - 49,1980,Total Ethnic Group,516
Malaysia,Total Sex, 45 - 49,1980,Bumiputera,293
Malaysia,Total Sex, 45 - 49,1980,Chinese,171
Malaysia,Total Sex, 45 - 49,1980,Indians,44
Malaysia,Total Sex, 45 - 49,1980,Others,8
Malaysia,Total Sex, 45 - 49,1981,Total Ethnic Group,533
Malaysia,Total Sex, 45 - 49,1981,Bumiputera,301
Malaysia,Total Sex, 45 - 49,1981,Chinese,178
Malaysia,Total Sex, 45 - 49,1981,Indians,45
Malaysia,Total Sex, 45 - 49,1981,Others,8
Malaysia,Total Sex, 45 - 49,1982,Total Ethnic Group,551
Malaysia,Total Sex, 45 - 49,1982,Bumiputera,309
Malaysia,Total Sex, 45 - 49,1982,Chinese,187
Malaysia,Total Sex, 45 - 49,1982,Indians,46
Malaysia,Total Sex, 45 - 49,1982,Others,9
Malaysia,Total Sex, 45 - 49,1983,Total Ethnic Group,568
Malaysia,Total Sex, 45 - 49,1983,Bumiputera,317
Malaysia,Total Sex, 45 - 49,1983,Chinese,194
Malaysia,Total Sex, 45 - 49,1983,Indians,46
Malaysia,Total Sex, 45 - 49,1983,Others,10
Malaysia,Total Sex, 45 - 49,1984,Total Ethnic Group,586
Malaysia,Total Sex, 45 - 49,1984,Bumiputera,326
Malaysia,Total Sex, 45 - 49,1984,Chinese,202
Malaysia,Total Sex, 45 - 49,1984,Indians,47
Malaysia,Total Sex, 45 - 49,1984,Others,10
Malaysia,Total Sex, 45 - 49,1985,Total Ethnic Group,605
Malaysia,Total Sex, 45 - 49,1985,Bumiputera,335
Malaysia,Total Sex, 45 - 49,1985,Chinese,210
Malaysia,Total Sex, 45 - 49,1985,Indians,48
Malaysia,Total Sex, 45 - 49,1985,Others,12
Malaysia,Total Sex, 45 - 49,1986,Total Ethnic Group,625
Malaysia,Total Sex, 45 - 49,1986,Bumiputera,345
Malaysia,Total Sex, 45 - 49,1986,Chinese,219
Malaysia,Total Sex, 45 - 49,1986,Indians,49
Malaysia,Total Sex, 45 - 49,1986,Others,12
Malaysia,Total Sex, 45 - 49,1987,Total Ethnic Group,642
Malaysia,Total Sex, 45 - 49,1987,Bumiputera,354
Malaysia,Total Sex, 45 - 49,1987,Chinese,226
Malaysia,Total Sex, 45 - 49,1987,Indians,49
Malaysia,Total Sex, 45 - 49,1987,Others,13
Malaysia,Total Sex, 45 - 49,1988,Total Ethnic Group,662
Malaysia,Total Sex, 45 - 49,1988,Bumiputera,364
Malaysia,Total Sex, 45 - 49,1988,Chinese,234
Malaysia,Total Sex, 45 - 49,1988,Indians,50
Malaysia,Total Sex, 45 - 49,1988,Others,14
Malaysia,Total Sex, 45 - 49,1989,Total Ethnic Group,680
Malaysia,Total Sex, 45 - 49,1989,Bumiputera,374
Malaysia,Total Sex, 45 - 49,1989,Chinese,240
Malaysia,Total Sex, 45 - 49,1989,Indians,51
Malaysia,Total Sex, 45 - 49,1989,Others,15
Malaysia,Total Sex, 45 - 49,1990,Total Ethnic Group,695
Malaysia,Total Sex, 45 - 49,1990,Bumiputera,385
Malaysia,Total Sex, 45 - 49,1990,Chinese,243
Malaysia,Total Sex, 45 - 49,1990,Indians,52
Malaysia,Total Sex, 45 - 49,1990,Others,15
Malaysia,Total Sex, 50 - 54,1980,Total Ethnic Group,425
Malaysia,Total Sex, 50 - 54,1980,Bumiputera,249
Malaysia,Total Sex, 50 - 54,1980,Chinese,131
Malaysia,Total Sex, 50 - 54,1980,Indians,38
Malaysia,Total Sex, 50 - 54,1980,Others,6
Malaysia,Total Sex, 50 - 54,1981,Total Ethnic Group,437
Malaysia,Total Sex, 50 - 54,1981,Bumiputera,255
Malaysia,Total Sex, 50 - 54,1981,Chinese,137
Malaysia,Total Sex, 50 - 54,1981,Indians,39
Malaysia,Total Sex, 50 - 54,1981,Others,7
Malaysia,Total Sex, 50 - 54,1982,Total Ethnic Group,451
Malaysia,Total Sex, 50 - 54,1982,Bumiputera,261
Malaysia,Total Sex, 50 - 54,1982,Chinese,143
Malaysia,Total Sex, 50 - 54,1982,Indians,39
Malaysia,Total Sex, 50 - 54,1982,Others,7
Malaysia,Total Sex, 50 - 54,1983,Total Ethnic Group,465
Malaysia,Total Sex, 50 - 54,1983,Bumiputera,268
Malaysia,Total Sex, 50 - 54,1983,Chinese,150
Malaysia,Total Sex, 50 - 54,1983,Indians,40
Malaysia,Total Sex, 50 - 54,1983,Others,8
Malaysia,Total Sex, 50 - 54,1984,Total Ethnic Group,480
Malaysia,Total Sex, 50 - 54,1984,Bumiputera,274
Malaysia,Total Sex, 50 - 54,1984,Chinese,157
Malaysia,Total Sex, 50 - 54,1984,Indians,41
Malaysia,Total Sex, 50 - 54,1984,Others,8
Malaysia,Total Sex, 50 - 54,1985,Total Ethnic Group,496
Malaysia,Total Sex, 50 - 54,1985,Bumiputera,282
Malaysia,Total Sex, 50 - 54,1985,Chinese,164
Malaysia,Total Sex, 50 - 54,1985,Indians,41
Malaysia,Total Sex, 50 - 54,1985,Others,9
Malaysia,Total Sex, 50 - 54,1986,Total Ethnic Group,514
Malaysia,Total Sex, 50 - 54,1986,Bumiputera,291
Malaysia,Total Sex, 50 - 54,1986,Chinese,172
Malaysia,Total Sex, 50 - 54,1986,Indians,42
Malaysia,Total Sex, 50 - 54,1986,Others,8
Malaysia,Total Sex, 50 - 54,1987,Total Ethnic Group,533
Malaysia,Total Sex, 50 - 54,1987,Bumiputera,301
Malaysia,Total Sex, 50 - 54,1987,Chinese,180
Malaysia,Total Sex, 50 - 54,1987,Indians,43
Malaysia,Total Sex, 50 - 54,1987,Others,9
Malaysia,Total Sex, 50 - 54,1988,Total Ethnic Group,552
Malaysia,Total Sex, 50 - 54,1988,Bumiputera,311
Malaysia,Total Sex, 50 - 54,1988,Chinese,188
Malaysia,Total Sex, 50 - 54,1988,Indians,44
Malaysia,Total Sex, 50 - 54,1988,Others,10
Malaysia,Total Sex, 50 - 54,1989,Total Ethnic Group,570
Malaysia,Total Sex, 50 - 54,1989,Bumiputera,320
Malaysia,Total Sex, 50 - 54,1989,Chinese,196
Malaysia,Total Sex, 50 - 54,1989,Indians,44
Malaysia,Total Sex, 50 - 54,1989,Others,10
Malaysia,Total Sex, 50 - 54,1990,Total Ethnic Group,590
Malaysia,Total Sex, 50 - 54,1990,Bumiputera,329
Malaysia,Total Sex, 50 - 54,1990,Chinese,204
Malaysia,Total Sex, 50 - 54,1990,Indians,45
Malaysia,Total Sex, 50 - 54,1990,Others,11
Malaysia,Total Sex, 55 - 59,1980,Total Ethnic Group,343
Malaysia,Total Sex, 55 - 59,1980,Bumiputera,202
Malaysia,Total Sex, 55 - 59,1980,Chinese,104
Malaysia,Total Sex, 55 - 59,1980,Indians,32
Malaysia,Total Sex, 55 - 59,1980,Others,4
Malaysia,Total Sex, 55 - 59,1981,Total Ethnic Group,352
Malaysia,Total Sex, 55 - 59,1981,Bumiputera,208
Malaysia,Total Sex, 55 - 59,1981,Chinese,107
Malaysia,Total Sex, 55 - 59,1981,Indians,32
Malaysia,Total Sex, 55 - 59,1981,Others,5
Malaysia,Total Sex, 55 - 59,1982,Total Ethnic Group,362
Malaysia,Total Sex, 55 - 59,1982,Bumiputera,214
Malaysia,Total Sex, 55 - 59,1982,Chinese,110
Malaysia,Total Sex, 55 - 59,1982,Indians,32
Malaysia,Total Sex, 55 - 59,1982,Others,5
Malaysia,Total Sex, 55 - 59,1983,Total Ethnic Group,372
Malaysia,Total Sex, 55 - 59,1983,Bumiputera,219
Malaysia,Total Sex, 55 - 59,1983,Chinese,114
Malaysia,Total Sex, 55 - 59,1983,Indians,33
Malaysia,Total Sex, 55 - 59,1983,Others,5
Malaysia,Total Sex, 55 - 59,1984,Total Ethnic Group,383
Malaysia,Total Sex, 55 - 59,1984,Bumiputera,225
Malaysia,Total Sex, 55 - 59,1984,Chinese,119
Malaysia,Total Sex, 55 - 59,1984,Indians,33
Malaysia,Total Sex, 55 - 59,1984,Others,6
Malaysia,Total Sex, 55 - 59,1985,Total Ethnic Group,395
Malaysia,Total Sex, 55 - 59,1985,Bumiputera,231
Malaysia,Total Sex, 55 - 59,1985,Chinese,124
Malaysia,Total Sex, 55 - 59,1985,Indians,34
Malaysia,Total Sex, 55 - 59,1985,Others,6
Malaysia,Total Sex, 55 - 59,1986,Total Ethnic Group,408
Malaysia,Total Sex, 55 - 59,1986,Bumiputera,237
Malaysia,Total Sex, 55 - 59,1986,Chinese,130
Malaysia,Total Sex, 55 - 59,1986,Indians,35
Malaysia,Total Sex, 55 - 59,1986,Others,7
Malaysia,Total Sex, 55 - 59,1987,Total Ethnic Group,422
Malaysia,Total Sex, 55 - 59,1987,Bumiputera,244
Malaysia,Total Sex, 55 - 59,1987,Chinese,135
Malaysia,Total Sex, 55 - 59,1987,Indians,35
Malaysia,Total Sex, 55 - 59,1987,Others,7
Malaysia,Total Sex, 55 - 59,1988,Total Ethnic Group,437
Malaysia,Total Sex, 55 - 59,1988,Bumiputera,251
Malaysia,Total Sex, 55 - 59,1988,Chinese,142
Malaysia,Total Sex, 55 - 59,1988,Indians,36
Malaysia,Total Sex, 55 - 59,1988,Others,8
Malaysia,Total Sex, 55 - 59,1989,Total Ethnic Group,453
Malaysia,Total Sex, 55 - 59,1989,Bumiputera,259
Malaysia,Total Sex, 55 - 59,1989,Chinese,149
Malaysia,Total Sex, 55 - 59,1989,Indians,37
Malaysia,Total Sex, 55 - 59,1989,Others,9
Malaysia,Total Sex, 55 - 59,1990,Total Ethnic Group,469
Malaysia,Total Sex, 55 - 59,1990,Bumiputera,267
Malaysia,Total Sex, 55 - 59,1990,Chinese,156
Malaysia,Total Sex, 55 - 59,1990,Indians,38
Malaysia,Total Sex, 55 - 59,1990,Others,9
Malaysia,Total Sex, 60 - 64,1980,Total Ethnic Group,268
Malaysia,Total Sex, 60 - 64,1980,Bumiputera,149
Malaysia,Total Sex, 60 - 64,1980,Chinese,91
Malaysia,Total Sex, 60 - 64,1980,Indians,25
Malaysia,Total Sex, 60 - 64,1980,Others,4
Malaysia,Total Sex, 60 - 64,1981,Total Ethnic Group,276
Malaysia,Total Sex, 60 - 64,1981,Bumiputera,156
Malaysia,Total Sex, 60 - 64,1981,Chinese,91
Malaysia,Total Sex, 60 - 64,1981,Indians,25
Malaysia,Total Sex, 60 - 64,1981,Others,4
Malaysia,Total Sex, 60 - 64,1982,Total Ethnic Group,283
Malaysia,Total Sex, 60 - 64,1982,Bumiputera,162
Malaysia,Total Sex, 60 - 64,1982,Chinese,91
Malaysia,Total Sex, 60 - 64,1982,Indians,26
Malaysia,Total Sex, 60 - 64,1982,Others,4
Malaysia,Total Sex, 60 - 64,1983,Total Ethnic Group,290
Malaysia,Total Sex, 60 - 64,1983,Bumiputera,168
Malaysia,Total Sex, 60 - 64,1983,Chinese,92
Malaysia,Total Sex, 60 - 64,1983,Indians,26
Malaysia,Total Sex, 60 - 64,1983,Others,4
Malaysia,Total Sex, 60 - 64,1984,Total Ethnic Group,297
Malaysia,Total Sex, 60 - 64,1984,Bumiputera,174
Malaysia,Total Sex, 60 - 64,1984,Chinese,93
Malaysia,Total Sex, 60 - 64,1984,Indians,26
Malaysia,Total Sex, 60 - 64,1984,Others,4
Malaysia,Total Sex, 60 - 64,1985,Total Ethnic Group,305
Malaysia,Total Sex, 60 - 64,1985,Bumiputera,179
Malaysia,Total Sex, 60 - 64,1985,Chinese,95
Malaysia,Total Sex, 60 - 64,1985,Indians,27
Malaysia,Total Sex, 60 - 64,1985,Others,5
Malaysia,Total Sex, 60 - 64,1986,Total Ethnic Group,314
Malaysia,Total Sex, 60 - 64,1986,Bumiputera,184
Malaysia,Total Sex, 60 - 64,1986,Chinese,98
Malaysia,Total Sex, 60 - 64,1986,Indians,27
Malaysia,Total Sex, 60 - 64,1986,Others,5
Malaysia,Total Sex, 60 - 64,1987,Total Ethnic Group,323
Malaysia,Total Sex, 60 - 64,1987,Bumiputera,190
Malaysia,Total Sex, 60 - 64,1987,Chinese,101
Malaysia,Total Sex, 60 - 64,1987,Indians,27
Malaysia,Total Sex, 60 - 64,1987,Others,5
Malaysia,Total Sex, 60 - 64,1988,Total Ethnic Group,333
Malaysia,Total Sex, 60 - 64,1988,Bumiputera,195
Malaysia,Total Sex, 60 - 64,1988,Chinese,105
Malaysia,Total Sex, 60 - 64,1988,Indians,28
Malaysia,Total Sex, 60 - 64,1988,Others,5
Malaysia,Total Sex, 60 - 64,1989,Total Ethnic Group,345
Malaysia,Total Sex, 60 - 64,1989,Bumiputera,201
Malaysia,Total Sex, 60 - 64,1989,Chinese,110
Malaysia,Total Sex, 60 - 64,1989,Indians,28
Malaysia,Total Sex, 60 - 64,1989,Others,6
Malaysia,Total Sex, 60 - 64,1990,Total Ethnic Group,357
Malaysia,Total Sex, 60 - 64,1990,Bumiputera,208
Malaysia,Total Sex, 60 - 64,1990,Chinese,114
Malaysia,Total Sex, 60 - 64,1990,Indians,29
Malaysia,Total Sex, 60 - 64,1990,Others,6
Malaysia,Total Sex, 65 - 69,1980,Total Ethnic Group,200
Malaysia,Total Sex, 65 - 69,1980,Bumiputera,101
Malaysia,Total Sex, 65 - 69,1980,Chinese,80
Malaysia,Total Sex, 65 - 69,1980,Indians,17
Malaysia,Total Sex, 65 - 69,1980,Others,2
Malaysia,Total Sex, 65 - 69,1981,Total Ethnic Group,205
Malaysia,Total Sex, 65 - 69,1981,Bumiputera,105
Malaysia,Total Sex, 65 - 69,1981,Chinese,80
Malaysia,Total Sex, 65 - 69,1981,Indians,18
Malaysia,Total Sex, 65 - 69,1981,Others,2
Malaysia,Total Sex, 65 - 69,1982,Total Ethnic Group,211
Malaysia,Total Sex, 65 - 69,1982,Bumiputera,110
Malaysia,Total Sex, 65 - 69,1982,Chinese,81
Malaysia,Total Sex, 65 - 69,1982,Indians,18
Malaysia,Total Sex, 65 - 69,1982,Others,2
Malaysia,Total Sex, 65 - 69,1983,Total Ethnic Group,216
Malaysia,Total Sex, 65 - 69,1983,Bumiputera,114
Malaysia,Total Sex, 65 - 69,1983,Chinese,80
Malaysia,Total Sex, 65 - 69,1983,Indians,19
Malaysia,Total Sex, 65 - 69,1983,Others,3
Malaysia,Total Sex, 65 - 69,1984,Total Ethnic Group,221
Malaysia,Total Sex, 65 - 69,1984,Bumiputera,119
Malaysia,Total Sex, 65 - 69,1984,Chinese,80
Malaysia,Total Sex, 65 - 69,1984,Indians,19
Malaysia,Total Sex, 65 - 69,1984,Others,3
Malaysia,Total Sex, 65 - 69,1985,Total Ethnic Group,229
Malaysia,Total Sex, 65 - 69,1985,Bumiputera,127
Malaysia,Total Sex, 65 - 69,1985,Chinese,79
Malaysia,Total Sex, 65 - 69,1985,Indians,20
Malaysia,Total Sex, 65 - 69,1985,Others,4
Malaysia,Total Sex, 65 - 69,1986,Total Ethnic Group,234
Malaysia,Total Sex, 65 - 69,1986,Bumiputera,131
Malaysia,Total Sex, 65 - 69,1986,Chinese,79
Malaysia,Total Sex, 65 - 69,1986,Indians,20
Malaysia,Total Sex, 65 - 69,1986,Others,4
Malaysia,Total Sex, 65 - 69,1987,Total Ethnic Group,240
Malaysia,Total Sex, 65 - 69,1987,Bumiputera,136
Malaysia,Total Sex, 65 - 69,1987,Chinese,79
Malaysia,Total Sex, 65 - 69,1987,Indians,20
Malaysia,Total Sex, 65 - 69,1987,Others,4
Malaysia,Total Sex, 65 - 69,1988,Total Ethnic Group,245
Malaysia,Total Sex, 65 - 69,1988,Bumiputera,141
Malaysia,Total Sex, 65 - 69,1988,Chinese,80
Malaysia,Total Sex, 65 - 69,1988,Indians,20
Malaysia,Total Sex, 65 - 69,1988,Others,4
Malaysia,Total Sex, 65 - 69,1989,Total Ethnic Group,252
Malaysia,Total Sex, 65 - 69,1989,Bumiputera,145
Malaysia,Total Sex, 65 - 69,1989,Chinese,82
Malaysia,Total Sex, 65 - 69,1989,Indians,20
Malaysia,Total Sex, 65 - 69,1989,Others,4
Malaysia,Total Sex, 65 - 69,1990,Total Ethnic Group,259
Malaysia,Total Sex, 65 - 69,1990,Bumiputera,149
Malaysia,Total Sex, 65 - 69,1990,Chinese,84
Malaysia,Total Sex, 65 - 69,1990,Indians,21
Malaysia,Total Sex, 65 - 69,1990,Others,5
Malaysia,Total Sex, 70 - 74,1980,Total Ethnic Group,138
Malaysia,Total Sex, 70 - 74,1980,Bumiputera,62
Malaysia,Total Sex, 70 - 74,1980,Chinese,64
Malaysia,Total Sex, 70 - 74,1980,Indians,11
Malaysia,Total Sex, 70 - 74,1980,Others,1
Malaysia,Total Sex, 70 - 74,1981,Total Ethnic Group,143
Malaysia,Total Sex, 70 - 74,1981,Bumiputera,66
Malaysia,Total Sex, 70 - 74,1981,Chinese,64
Malaysia,Total Sex, 70 - 74,1981,Indians,11
Malaysia,Total Sex, 70 - 74,1981,Others,1
Malaysia,Total Sex, 70 - 74,1982,Total Ethnic Group,146
Malaysia,Total Sex, 70 - 74,1982,Bumiputera,69
Malaysia,Total Sex, 70 - 74,1982,Chinese,64
Malaysia,Total Sex, 70 - 74,1982,Indians,12
Malaysia,Total Sex, 70 - 74,1982,Others,2
Malaysia,Total Sex, 70 - 74,1983,Total Ethnic Group,151
Malaysia,Total Sex, 70 - 74,1983,Bumiputera,72
Malaysia,Total Sex, 70 - 74,1983,Chinese,64
Malaysia,Total Sex, 70 - 74,1983,Indians,12
Malaysia,Total Sex, 70 - 74,1983,Others,2
Malaysia,Total Sex, 70 - 74,1984,Total Ethnic Group,155
Malaysia,Total Sex, 70 - 74,1984,Bumiputera,76
Malaysia,Total Sex, 70 - 74,1984,Chinese,64
Malaysia,Total Sex, 70 - 74,1984,Indians,13
Malaysia,Total Sex, 70 - 74,1984,Others,2
Malaysia,Total Sex, 70 - 74,1985,Total Ethnic Group,155
Malaysia,Total Sex, 70 - 74,1985,Bumiputera,77
Malaysia,Total Sex, 70 - 74,1985,Chinese,65
Malaysia,Total Sex, 70 - 74,1985,Indians,12
Malaysia,Total Sex, 70 - 74,1985,Others,2
Malaysia,Total Sex, 70 - 74,1986,Total Ethnic Group,159
Malaysia,Total Sex, 70 - 74,1986,Bumiputera,79
Malaysia,Total Sex, 70 - 74,1986,Chinese,66
Malaysia,Total Sex, 70 - 74,1986,Indians,13
Malaysia,Total Sex, 70 - 74,1986,Others,2
Malaysia,Total Sex, 70 - 74,1987,Total Ethnic Group,166
Malaysia,Total Sex, 70 - 74,1987,Bumiputera,84
Malaysia,Total Sex, 70 - 74,1987,Chinese,66
Malaysia,Total Sex, 70 - 74,1987,Indians,13
Malaysia,Total Sex, 70 - 74,1987,Others,2
Malaysia,Total Sex, 70 - 74,1988,Total Ethnic Group,168
Malaysia,Total Sex, 70 - 74,1988,Bumiputera,87
Malaysia,Total Sex, 70 - 74,1988,Chinese,65
Malaysia,Total Sex, 70 - 74,1988,Indians,13
Malaysia,Total Sex, 70 - 74,1988,Others,3
Malaysia,Total Sex, 70 - 74,1989,Total Ethnic Group,172
Malaysia,Total Sex, 70 - 74,1989,Bumiputera,90
Malaysia,Total Sex, 70 - 74,1989,Chinese,65
Malaysia,Total Sex, 70 - 74,1989,Indians,13
Malaysia,Total Sex, 70 - 74,1989,Others,3
Malaysia,Total Sex, 70 - 74,1990,Total Ethnic Group,181
Malaysia,Total Sex, 70 - 74,1990,Bumiputera,99
Malaysia,Total Sex, 70 - 74,1990,Chinese,65
Malaysia,Total Sex, 70 - 74,1990,Indians,14
Malaysia,Total Sex, 70 - 74,1990,Others,4
Malaysia,Total Sex, 75 - 79,1980,Total Ethnic Group,83
Malaysia,Total Sex, 75 - 79,1980,Bumiputera,31
Malaysia,Total Sex, 75 - 79,1980,Chinese,47
Malaysia,Total Sex, 75 - 79,1980,Indians,4
Malaysia,Total Sex, 75 - 79,1980,Others,1
Malaysia,Total Sex, 75 - 79,1981,Total Ethnic Group,88
Malaysia,Total Sex, 75 - 79,1981,Bumiputera,34
Malaysia,Total Sex, 75 - 79,1981,Chinese,48
Malaysia,Total Sex, 75 - 79,1981,Indians,5
Malaysia,Total Sex, 75 - 79,1981,Others,1
Malaysia,Total Sex, 75 - 79,1982,Total Ethnic Group,92
Malaysia,Total Sex, 75 - 79,1982,Bumiputera,38
Malaysia,Total Sex, 75 - 79,1982,Chinese,48
Malaysia,Total Sex, 75 - 79,1982,Indians,6
Malaysia,Total Sex, 75 - 79,1982,Others,1
Malaysia,Total Sex, 75 - 79,1983,Total Ethnic Group,95
Malaysia,Total Sex, 75 - 79,1983,Bumiputera,41
Malaysia,Total Sex, 75 - 79,1983,Chinese,48
Malaysia,Total Sex, 75 - 79,1983,Indians,6
Malaysia,Total Sex, 75 - 79,1983,Others,1
Malaysia,Total Sex, 75 - 79,1984,Total Ethnic Group,98
Malaysia,Total Sex, 75 - 79,1984,Bumiputera,43
Malaysia,Total Sex, 75 - 79,1984,Chinese,47
Malaysia,Total Sex, 75 - 79,1984,Indians,7
Malaysia,Total Sex, 75 - 79,1984,Others,1
Malaysia,Total Sex, 75 - 79,1985,Total Ethnic Group,100
Malaysia,Total Sex, 75 - 79,1985,Bumiputera,45
Malaysia,Total Sex, 75 - 79,1985,Chinese,47
Malaysia,Total Sex, 75 - 79,1985,Indians,7
